Üretici,ÜreticiKodu,Açıklama,ÇalışmaSıcaklığı,Ref_SicaklıkDeğeri,Ref_SicaklıkDirençDeğeri,Ref_HataPayı,B_HataPayı,B0_50,B25_50,B25_75,B25_85,B25_100,Pdf
Murata Electronics,NCP21XW222J03RA,THERM NTC 2.2KOHM 3950K 0805,-40°C ~ 125°C,25,2.2k,±5%,±3%,,3950K,,3987K,3998K,https://www.murata.com/~/media/webrenewal/support/library/catalog/products/thermistor/ntc/r44e.ashx?la=en-us
TDK Electronics Inc.,B57330V2103J260,THERMISTOR NTC 10KOHM 3380K 0603,-55°C ~ 125°C,25,10k,±5%,±3%,,3380K,,3435K,3455K,https://www.tdk-electronics.tdk.com/inf/50/db/ntc/NTC_SMD_Standard_series_0603.pdf
TDK Electronics Inc.,B57330V2103J260,THERMISTOR NTC 10KOHM 3380K 0603,-55°C ~ 125°C,25,10k,±5%,±3%,,3380K,,3435K,3455K,https://www.tdk-electronics.tdk.com/inf/50/db/ntc/NTC_SMD_Standard_series_0603.pdf
TDK Electronics Inc.,B57330V2103J260,THERMISTOR NTC 10KOHM 3380K 0603,-55°C ~ 125°C,25,10k,±5%,±3%,,3380K,,3435K,3455K,https://www.tdk-electronics.tdk.com/inf/50/db/ntc/NTC_SMD_Standard_series_0603.pdf
TDK Corporation,NTCG164LH104HT1,THERM NTC 100KOHM 4485K 0603,-40°C ~ 125°C,25,100k,±3%,±3%,,4485K,,4550K,3497K,https://product.tdk.com/info/en/catalog/datasheets/503021/tpd_commercial_ntc-thermistor_ntcg_en.pdf?ref_disty=digikey
TDK Corporation,NTCG164LH104HT1,THERM NTC 100KOHM 4485K 0603,-40°C ~ 125°C,25,100k,±3%,±3%,,4485K,,4550K,3497K,https://product.tdk.com/info/en/catalog/datasheets/503021/tpd_commercial_ntc-thermistor_ntcg_en.pdf?ref_disty=digikey
TDK Corporation,NTCG164LH104HT1,THERM NTC 100KOHM 4485K 0603,-40°C ~ 125°C,25,100k,±3%,±3%,,4485K,,4550K,3497K,https://product.tdk.com/info/en/catalog/datasheets/503021/tpd_commercial_ntc-thermistor_ntcg_en.pdf?ref_disty=digikey
Murata Electronics,NCP18XW222J03RB,THERM NTC 2.2KOHM 3950K 0603,-40°C ~ 125°C,25,2.2k,±5%,±3%,,3950K,,3987K,3998K,https://www.murata.com/~/media/webrenewal/support/library/catalog/products/thermistor/ntc/r44e.ashx?la=en-us
Murata Electronics,NCP18XW222J03RB,THERM NTC 2.2KOHM 3950K 0603,-40°C ~ 125°C,25,2.2k,±5%,±3%,,3950K,,3987K,3998K,https://www.murata.com/~/media/webrenewal/support/library/catalog/products/thermistor/ntc/r44e.ashx?la=en-us
Murata Electronics,NCP18XW222J03RB,THERM NTC 2.2KOHM 3950K 0603,-40°C ~ 125°C,25,2.2k,±5%,±3%,,3950K,,3987K,3998K,https://www.murata.com/~/media/webrenewal/support/library/catalog/products/thermistor/ntc/r44e.ashx?la=en-us
Murata Electronics,NCP18WB333J03RB,THERMISTOR NTC 33KOHM 4050K 0603,-40°C ~ 125°C,25,33k,±5%,±3%,,4050K,,4108K,4131K,https://www.murata.com/~/media/webrenewal/support/library/catalog/products/thermistor/ntc/r44e.ashx?la=en-us
Murata Electronics,NCP18WB333J03RB,THERMISTOR NTC 33KOHM 4050K 0603,-40°C ~ 125°C,25,33k,±5%,±3%,,4050K,,4108K,4131K,https://www.murata.com/~/media/webrenewal/support/library/catalog/products/thermistor/ntc/r44e.ashx?la=en-us
Murata Electronics,NCP18WB333J03RB,THERMISTOR NTC 33KOHM 4050K 0603,-40°C ~ 125°C,25,33k,±5%,±3%,,4050K,,4108K,4131K,https://www.murata.com/~/media/webrenewal/support/library/catalog/products/thermistor/ntc/r44e.ashx?la=en-us
Murata Electronics,NCP18XM221J03RB,THERMISTOR NTC 220OHM 3500K 0603,-40°C ~ 125°C,25,220,±5%,±3%,,3500K,,3545K,3560K,https://www.murata.com/~/media/webrenewal/support/library/catalog/products/thermistor/ntc/r44e.ashx?la=en-us
Murata Electronics,NCP18XM221J03RB,THERMISTOR NTC 220OHM 3500K 0603,-40°C ~ 125°C,25,220,±5%,±3%,,3500K,,3545K,3560K,https://www.murata.com/~/media/webrenewal/support/library/catalog/products/thermistor/ntc/r44e.ashx?la=en-us
Murata Electronics,NCP18XM221J03RB,THERMISTOR NTC 220OHM 3500K 0603,-40°C ~ 125°C,25,220,±5%,±3%,,3500K,,3545K,3560K,https://www.murata.com/~/media/webrenewal/support/library/catalog/products/thermistor/ntc/r44e.ashx?la=en-us
TDK Corporation,NTCG164BH472JTDS,THERM NTC 4.7KOHM 4096K 0603,-40°C ~ 125°C,25,4.7k,±5%,±3%,,4096K,,4100K,,https://product.tdk.com/info/en/catalog/datasheets/503022/tpd_automotive_ntc-thermistor_ntcg_en.pdf?ref_disty=digikey
TDK Corporation,NTCG164BH472JTDS,THERM NTC 4.7KOHM 4096K 0603,-40°C ~ 125°C,25,4.7k,±5%,±3%,,4096K,,4100K,,https://product.tdk.com/info/en/catalog/datasheets/503022/tpd_automotive_ntc-thermistor_ntcg_en.pdf?ref_disty=digikey
TDK Corporation,NTCG164BH472JTDS,THERM NTC 4.7KOHM 4096K 0603,-40°C ~ 125°C,25,4.7k,±5%,±3%,,4096K,,4100K,,https://product.tdk.com/info/en/catalog/datasheets/503022/tpd_automotive_ntc-thermistor_ntcg_en.pdf?ref_disty=digikey
Panasonic Electronic Components,ERT-J1VT152J,THERM NTC 1.5KOHM 4500K 0603,-40°C ~ 125°C,25,1.5k,±5%,±2%,,4500K,,4450K,,http://industrial.panasonic.com/www-cgi/jvcr13pz.cgi?E+PZ+3+AUA0001+ERTJ1VT152J+7+WW
Panasonic Electronic Components,ERT-J1VT152J,THERM NTC 1.5KOHM 4500K 0603,-40°C ~ 125°C,25,1.5k,±5%,±2%,,4500K,,4450K,,http://industrial.panasonic.com/www-cgi/jvcr13pz.cgi?E+PZ+3+AUA0001+ERTJ1VT152J+7+WW
Panasonic Electronic Components,ERT-J1VT152J,THERM NTC 1.5KOHM 4500K 0603,-40°C ~ 125°C,25,1.5k,±5%,±2%,,4500K,,4450K,,http://industrial.panasonic.com/www-cgi/jvcr13pz.cgi?E+PZ+3+AUA0001+ERTJ1VT152J+7+WW
Panasonic Electronic Components,ERT-J1VV154J,THERM NTC 150KOHM 4700K 0603,-40°C ~ 125°C,25,150k,±5%,±2%,,4700K,,4750K,,http://industrial.panasonic.com/www-cgi/jvcr13pz.cgi?E+PZ+3+AUA0001+ERTJ1VV154J+7+WW
Panasonic Electronic Components,ERT-J1VV154J,THERM NTC 150KOHM 4700K 0603,-40°C ~ 125°C,25,150k,±5%,±2%,,4700K,,4750K,,http://industrial.panasonic.com/www-cgi/jvcr13pz.cgi?E+PZ+3+AUA0001+ERTJ1VV154J+7+WW
Panasonic Electronic Components,ERT-J1VV154J,THERM NTC 150KOHM 4700K 0603,-40°C ~ 125°C,25,150k,±5%,±2%,,4700K,,4750K,,http://industrial.panasonic.com/www-cgi/jvcr13pz.cgi?E+PZ+3+AUA0001+ERTJ1VV154J+7+WW
Panasonic Electronic Components,ERT-J1VR683J,THERMISTOR NTC 68KOHM 4250K 0603,-40°C ~ 125°C,25,68k,±5%,±2%,,4250K,,4300K,,http://industrial.panasonic.com/www-cgi/jvcr13pz.cgi?E+PZ+3+AUA0001+ERTJ1VR683J+7+WW
Panasonic Electronic Components,ERT-J1VR683J,THERMISTOR NTC 68KOHM 4250K 0603,-40°C ~ 125°C,25,68k,±5%,±2%,,4250K,,4300K,,http://industrial.panasonic.com/www-cgi/jvcr13pz.cgi?E+PZ+3+AUA0001+ERTJ1VR683J+7+WW
Panasonic Electronic Components,ERT-J1VR683J,THERMISTOR NTC 68KOHM 4250K 0603,-40°C ~ 125°C,25,68k,±5%,±2%,,4250K,,4300K,,http://industrial.panasonic.com/www-cgi/jvcr13pz.cgi?E+PZ+3+AUA0001+ERTJ1VR683J+7+WW
Murata Electronics,NCP18WM474E03RB,THERM NTC 470KOHM 4500K 0603,-40°C ~ 125°C,25,470k,±3%,±3%,,4500K,,4582K,4614K,https://www.murata.com/~/media/webrenewal/support/library/catalog/products/thermistor/ntc/r44e.ashx?la=en-us
Murata Electronics,NCP18WM474E03RB,THERM NTC 470KOHM 4500K 0603,-40°C ~ 125°C,25,470k,±3%,±3%,,4500K,,4582K,4614K,https://www.murata.com/~/media/webrenewal/support/library/catalog/products/thermistor/ntc/r44e.ashx?la=en-us
Murata Electronics,NCP18WM474E03RB,THERM NTC 470KOHM 4500K 0603,-40°C ~ 125°C,25,470k,±3%,±3%,,4500K,,4582K,4614K,https://www.murata.com/~/media/webrenewal/support/library/catalog/products/thermistor/ntc/r44e.ashx?la=en-us
TDK Corporation,NTCG164QH474HT1,THERM NTC 470KOHM 4661K 0603,-40°C ~ 125°C,25,470k,±3%,±3%,3900K,4661K,,4750K,,https://product.tdk.com/info/en/catalog/datasheets/503021/tpd_commercial_ntc-thermistor_ntcg_en.pdf?ref_disty=digikey
TDK Corporation,NTCG164QH474HT1,THERM NTC 470KOHM 4661K 0603,-40°C ~ 125°C,25,470k,±3%,±3%,3900K,4661K,,4750K,,https://product.tdk.com/info/en/catalog/datasheets/503021/tpd_commercial_ntc-thermistor_ntcg_en.pdf?ref_disty=digikey
TDK Corporation,NTCG164QH474HT1,THERM NTC 470KOHM 4661K 0603,-40°C ~ 125°C,25,470k,±3%,±3%,3900K,4661K,,4750K,,https://product.tdk.com/info/en/catalog/datasheets/503021/tpd_commercial_ntc-thermistor_ntcg_en.pdf?ref_disty=digikey
TDK Corporation,NTCG203BH102JT1,THERMISTOR NTC 1KOHM 3100K 0805,-40°C ~ 125°C,25,1k,±5%,±3%,,,,3100K,,https://product.tdk.com/info/en/catalog/datasheets/503021/tpd_commercial_ntc-thermistor_ntcg_en.pdf?ref_disty=digikey
TDK Corporation,NTCG203BH102JT1,THERMISTOR NTC 1KOHM 3100K 0805,-40°C ~ 125°C,25,1k,±5%,±3%,,,,3100K,,https://product.tdk.com/info/en/catalog/datasheets/503021/tpd_commercial_ntc-thermistor_ntcg_en.pdf?ref_disty=digikey
TDK Corporation,NTCG203BH102JT1,THERMISTOR NTC 1KOHM 3100K 0805,-40°C ~ 125°C,25,1k,±5%,±3%,,,,3100K,,https://product.tdk.com/info/en/catalog/datasheets/503021/tpd_commercial_ntc-thermistor_ntcg_en.pdf?ref_disty=digikey
TDK Corporation,NTCG203BH152JT1,THERM NTC 1.5KOHM 3060K 0805,-40°C ~ 125°C,25,1.5k,±5%,±3%,,3060K,,3100K,,https://product.tdk.com/info/en/catalog/datasheets/503021/tpd_commercial_ntc-thermistor_ntcg_en.pdf?ref_disty=digikey
TDK Corporation,NTCG203BH152JT1,THERM NTC 1.5KOHM 3060K 0805,-40°C ~ 125°C,25,1.5k,±5%,±3%,,3060K,,3100K,,https://product.tdk.com/info/en/catalog/datasheets/503021/tpd_commercial_ntc-thermistor_ntcg_en.pdf?ref_disty=digikey
TDK Corporation,NTCG203BH152JT1,THERM NTC 1.5KOHM 3060K 0805,-40°C ~ 125°C,25,1.5k,±5%,±3%,,3060K,,3100K,,https://product.tdk.com/info/en/catalog/datasheets/503021/tpd_commercial_ntc-thermistor_ntcg_en.pdf?ref_disty=digikey
Panasonic Electronic Components,ERT-J1VV104GM,THERM NTC 100KOHM 4700K 0603,-40°C ~ 150°C,25,100k,±2%,±1%,,4700K,,4750K,,https://industrial.panasonic.com/cdbs/www-data/pdf/AUA0000/AUA0000C11.pdf
Panasonic Electronic Components,ERT-J1VV104GM,THERM NTC 100KOHM 4700K 0603,-40°C ~ 150°C,25,100k,±2%,±1%,,4700K,,4750K,,https://industrial.panasonic.com/cdbs/www-data/pdf/AUA0000/AUA0000C11.pdf
Panasonic Electronic Components,ERT-J1VV104GM,THERM NTC 100KOHM 4700K 0603,-40°C ~ 150°C,25,100k,±2%,±1%,,4700K,,4750K,,https://industrial.panasonic.com/cdbs/www-data/pdf/AUA0000/AUA0000C11.pdf
TDK Electronics Inc.,B57332V5103J360,THERMISTOR NTC 10KOHM 3380K 0603,-40°C ~ 150°C,25,10k,±5%,±1%,,3380K,,3435K,3455K,https://www.tdk-electronics.tdk.com/inf/50/db/ntc/NTC_SMD_Automotive_series_0603.pdf
TDK Electronics Inc.,B57332V5103J360,THERMISTOR NTC 10KOHM 3380K 0603,-40°C ~ 150°C,25,10k,±5%,±1%,,3380K,,3435K,3455K,https://www.tdk-electronics.tdk.com/inf/50/db/ntc/NTC_SMD_Automotive_series_0603.pdf
TDK Electronics Inc.,B57332V5103J360,THERMISTOR NTC 10KOHM 3380K 0603,-40°C ~ 150°C,25,10k,±5%,±1%,,3380K,,3435K,3455K,https://www.tdk-electronics.tdk.com/inf/50/db/ntc/NTC_SMD_Automotive_series_0603.pdf
Panasonic Electronic Components,ERT-J0EG103GA,THERMISTOR NTC 10KOHM 3380K 0402,-40°C ~ 125°C,25,10k,±2%,±1%,,3380K,,3435K,,http://industrial.panasonic.com/www-cgi/jvcr13pz.cgi?E+PZ+3+AUA0001+ERTJ0EG103GA+7+WW
Panasonic Electronic Components,ERT-J0EG103GA,THERMISTOR NTC 10KOHM 3380K 0402,-40°C ~ 125°C,25,10k,±2%,±1%,,3380K,,3435K,,http://industrial.panasonic.com/www-cgi/jvcr13pz.cgi?E+PZ+3+AUA0001+ERTJ0EG103GA+7+WW
Panasonic Electronic Components,ERT-J0EG103GA,THERMISTOR NTC 10KOHM 3380K 0402,-40°C ~ 125°C,25,10k,±2%,±1%,,3380K,,3435K,,http://industrial.panasonic.com/www-cgi/jvcr13pz.cgi?E+PZ+3+AUA0001+ERTJ0EG103GA+7+WW
TDK Corporation,NTCG203EH471JT1,THERMISTOR NTC 470OHM 3232K 0805,-40°C ~ 125°C,25,470,±5%,±3%,,3232K,,3250K,,https://product.tdk.com/info/en/catalog/datasheets/503021/tpd_commercial_ntc-thermistor_ntcg_en.pdf?ref_disty=digikey
TDK Corporation,NTCG203EH471JT1,THERMISTOR NTC 470OHM 3232K 0805,-40°C ~ 125°C,25,470,±5%,±3%,,3232K,,3250K,,https://product.tdk.com/info/en/catalog/datasheets/503021/tpd_commercial_ntc-thermistor_ntcg_en.pdf?ref_disty=digikey
TDK Corporation,NTCG203EH471JT1,THERMISTOR NTC 470OHM 3232K 0805,-40°C ~ 125°C,25,470,±5%,±3%,,3232K,,3250K,,https://product.tdk.com/info/en/catalog/datasheets/503021/tpd_commercial_ntc-thermistor_ntcg_en.pdf?ref_disty=digikey
TDK Corporation,NTCG204AH683JT1,THERMISTOR NTC 68KOHM 3931K 0805,-40°C ~ 125°C,25,68k,±5%,±3%,,3931K,,4000K,,https://product.tdk.com/info/en/catalog/datasheets/503021/tpd_commercial_ntc-thermistor_ntcg_en.pdf?ref_disty=digikey
TDK Corporation,NTCG204AH683JT1,THERMISTOR NTC 68KOHM 3931K 0805,-40°C ~ 125°C,25,68k,±5%,±3%,,3931K,,4000K,,https://product.tdk.com/info/en/catalog/datasheets/503021/tpd_commercial_ntc-thermistor_ntcg_en.pdf?ref_disty=digikey
TDK Corporation,NTCG204AH683JT1,THERMISTOR NTC 68KOHM 3931K 0805,-40°C ~ 125°C,25,68k,±5%,±3%,,3931K,,4000K,,https://product.tdk.com/info/en/catalog/datasheets/503021/tpd_commercial_ntc-thermistor_ntcg_en.pdf?ref_disty=digikey
Panasonic Electronic Components,ERT-J1VR104JM,THERM NTC 100KOHM 4200K 0603,-40°C ~ 150°C,25,100k,±5%,±1%,,4200K,,4250K,,https://industrial.panasonic.com/cdbs/www-data/pdf/AUA0000/AUA0000C11.pdf
Panasonic Electronic Components,ERT-J1VR104JM,THERM NTC 100KOHM 4200K 0603,-40°C ~ 150°C,25,100k,±5%,±1%,,4200K,,4250K,,https://industrial.panasonic.com/cdbs/www-data/pdf/AUA0000/AUA0000C11.pdf
Panasonic Electronic Components,ERT-J1VR104JM,THERM NTC 100KOHM 4200K 0603,-40°C ~ 150°C,25,100k,±5%,±1%,,4200K,,4250K,,https://industrial.panasonic.com/cdbs/www-data/pdf/AUA0000/AUA0000C11.pdf
AVX Corporation,NB21N50104JBB,THERM NTC 100KOHM 4160K 0603,-55°C ~ 150°C,25,100k,±5%,±3%,,,,4160K,,http://datasheets.avx.com/NB21.pdf
AVX Corporation,NB21N50104JBB,THERM NTC 100KOHM 4160K 0603,-55°C ~ 150°C,25,100k,±5%,±3%,,,,4160K,,http://datasheets.avx.com/NB21.pdf
AVX Corporation,NB21N50104JBB,THERM NTC 100KOHM 4160K 0603,-55°C ~ 150°C,25,100k,±5%,±3%,,,,4160K,,http://datasheets.avx.com/NB21.pdf
TDK Electronics Inc.,B57371V2103J060,THERMISTOR NTC 10KOHM 4386K 0603,-55°C ~ 125°C,25,10k,±5%,±3%,,4386K,,4455K,4480K,https://www.tdk-electronics.tdk.com/inf/50/db/ntc/NTC_SMD_Standard_series_0603.pdf
TDK Electronics Inc.,B57371V2103J060,THERMISTOR NTC 10KOHM 4386K 0603,-55°C ~ 125°C,25,10k,±5%,±3%,,4386K,,4455K,4480K,https://www.tdk-electronics.tdk.com/inf/50/db/ntc/NTC_SMD_Standard_series_0603.pdf
TDK Electronics Inc.,B57371V2103J060,THERMISTOR NTC 10KOHM 4386K 0603,-55°C ~ 125°C,25,10k,±5%,±3%,,4386K,,4455K,4480K,https://www.tdk-electronics.tdk.com/inf/50/db/ntc/NTC_SMD_Standard_series_0603.pdf
TDK Electronics Inc.,B57371V2223J060,THERMISTOR NTC 22KOHM 4386K 0603,-55°C ~ 125°C,25,22k,±5%,±3%,,4386K,,4455K,4480K,https://www.tdk-electronics.tdk.com/inf/50/db/ntc/NTC_SMD_Standard_series_0603.pdf
TDK Electronics Inc.,B57371V2223J060,THERMISTOR NTC 22KOHM 4386K 0603,-55°C ~ 125°C,25,22k,±5%,±3%,,4386K,,4455K,4480K,https://www.tdk-electronics.tdk.com/inf/50/db/ntc/NTC_SMD_Standard_series_0603.pdf
TDK Electronics Inc.,B57371V2223J060,THERMISTOR NTC 22KOHM 4386K 0603,-55°C ~ 125°C,25,22k,±5%,±3%,,4386K,,4455K,4480K,https://www.tdk-electronics.tdk.com/inf/50/db/ntc/NTC_SMD_Standard_series_0603.pdf
TDK Electronics Inc.,B57371V2474J060,THERM NTC 470KOHM 4386K 0603,-55°C ~ 125°C,25,470k,±5%,±3%,,4386K,,4455K,4480K,https://www.tdk-electronics.tdk.com/inf/50/db/ntc/NTC_SMD_Standard_series_0603.pdf
TDK Electronics Inc.,B57371V2474J060,THERM NTC 470KOHM 4386K 0603,-55°C ~ 125°C,25,470k,±5%,±3%,,4386K,,4455K,4480K,https://www.tdk-electronics.tdk.com/inf/50/db/ntc/NTC_SMD_Standard_series_0603.pdf
TDK Electronics Inc.,B57371V2474J060,THERM NTC 470KOHM 4386K 0603,-55°C ~ 125°C,25,470k,±5%,±3%,,4386K,,4455K,4480K,https://www.tdk-electronics.tdk.com/inf/50/db/ntc/NTC_SMD_Standard_series_0603.pdf
TDK Electronics Inc.,B57371V2474H060,THERM NTC 470KOHM 4386K 0603,-55°C ~ 125°C,25,470k,±3%,±3%,,4386K,,4455K,4480K,https://www.tdk-electronics.tdk.com/inf/50/db/ntc/NTC_SMD_Standard_series_0603.pdf
TDK Electronics Inc.,B57371V2474H060,THERM NTC 470KOHM 4386K 0603,-55°C ~ 125°C,25,470k,±3%,±3%,,4386K,,4455K,4480K,https://www.tdk-electronics.tdk.com/inf/50/db/ntc/NTC_SMD_Standard_series_0603.pdf
TDK Electronics Inc.,B57371V2474H060,THERM NTC 470KOHM 4386K 0603,-55°C ~ 125°C,25,470k,±3%,±3%,,4386K,,4455K,4480K,https://www.tdk-electronics.tdk.com/inf/50/db/ntc/NTC_SMD_Standard_series_0603.pdf
Vishay BC Components,NTCS0402E3223JMT,THERMISTOR NTC 22KOHM 3590K 0402,-40°C ~ 150°C,25,22k,±5%,±3%,,,,3590K,,https://www.vishay.com/docs/29003/ntcs0402e3t.pdf
Vishay BC Components,NTCS0402E3223JMT,THERMISTOR NTC 22KOHM 3590K 0402,-40°C ~ 150°C,25,22k,±5%,±3%,,,,3590K,,https://www.vishay.com/docs/29003/ntcs0402e3t.pdf
Vishay BC Components,NTCS0402E3223JMT,THERMISTOR NTC 22KOHM 3590K 0402,-40°C ~ 150°C,25,22k,±5%,±3%,,,,3590K,,https://www.vishay.com/docs/29003/ntcs0402e3t.pdf
Vishay BC Components,NTCS0402E3104JHT,THERM NTC 100KOHM 3950K 0402,-40°C ~ 150°C,25,100k,±5%,±3%,,,,3950K,,https://www.vishay.com/docs/29003/ntcs0402e3t.pdf
Vishay BC Components,NTCS0402E3104JHT,THERM NTC 100KOHM 3950K 0402,-40°C ~ 150°C,25,100k,±5%,±3%,,,,3950K,,https://www.vishay.com/docs/29003/ntcs0402e3t.pdf
Vishay BC Components,NTCS0402E3104JHT,THERM NTC 100KOHM 3950K 0402,-40°C ~ 150°C,25,100k,±5%,±3%,,,,3950K,,https://www.vishay.com/docs/29003/ntcs0402e3t.pdf
Vishay BC Components,NTCS0402E3473JXT,THERMISTOR NTC 47KOHM 4075K 0402,-40°C ~ 150°C,25,47k,±5%,±3%,,,,4075K,,https://www.vishay.com/docs/29003/ntcs0402e3t.pdf
Vishay BC Components,NTCS0402E3473JXT,THERMISTOR NTC 47KOHM 4075K 0402,-40°C ~ 150°C,25,47k,±5%,±3%,,,,4075K,,https://www.vishay.com/docs/29003/ntcs0402e3t.pdf
Vishay BC Components,NTCS0402E3473JXT,THERMISTOR NTC 47KOHM 4075K 0402,-40°C ~ 150°C,25,47k,±5%,±3%,,,,4075K,,https://www.vishay.com/docs/29003/ntcs0402e3t.pdf
TDK Electronics Inc.,B57351V5103J060,THERMISTOR NTC 10KOHM 3940K 0603,-40°C ~ 150°C,25,10k,±5%,±3%,,3940K,,3980K,4000K,https://www.tdk-electronics.tdk.com/inf/50/db/ntc/NTC_SMD_Automotive_series_0603.pdf
TDK Electronics Inc.,B57351V5103J060,THERMISTOR NTC 10KOHM 3940K 0603,-40°C ~ 150°C,25,10k,±5%,±3%,,3940K,,3980K,4000K,https://www.tdk-electronics.tdk.com/inf/50/db/ntc/NTC_SMD_Automotive_series_0603.pdf
TDK Electronics Inc.,B57351V5103J060,THERMISTOR NTC 10KOHM 3940K 0603,-40°C ~ 150°C,25,10k,±5%,±3%,,3940K,,3980K,4000K,https://www.tdk-electronics.tdk.com/inf/50/db/ntc/NTC_SMD_Automotive_series_0603.pdf
TDK Electronics Inc.,B57352V5223J060,THERMISTOR NTC 22KOHM 4386K 0603,-40°C ~ 150°C,25,22k,±5%,±3%,,4386K,,4455K,4480K,https://www.tdk-electronics.tdk.com/inf/50/db/ntc/NTC_SMD_Automotive_series_0603.pdf
TDK Electronics Inc.,B57352V5223J060,THERMISTOR NTC 22KOHM 4386K 0603,-40°C ~ 150°C,25,22k,±5%,±3%,,4386K,,4455K,4480K,https://www.tdk-electronics.tdk.com/inf/50/db/ntc/NTC_SMD_Automotive_series_0603.pdf
TDK Electronics Inc.,B57352V5223J060,THERMISTOR NTC 22KOHM 4386K 0603,-40°C ~ 150°C,25,22k,±5%,±3%,,4386K,,4455K,4480K,https://www.tdk-electronics.tdk.com/inf/50/db/ntc/NTC_SMD_Automotive_series_0603.pdf
TDK Electronics Inc.,B57352V5103J060,THERMISTOR NTC 10KOHM 4386K 0603,-40°C ~ 150°C,25,10k,±5%,±3%,,4386K,,4455K,4480K,https://www.tdk-electronics.tdk.com/inf/50/db/ntc/NTC_SMD_Automotive_series_0603.pdf
TDK Electronics Inc.,B57352V5103J060,THERMISTOR NTC 10KOHM 4386K 0603,-40°C ~ 150°C,25,10k,±5%,±3%,,4386K,,4455K,4480K,https://www.tdk-electronics.tdk.com/inf/50/db/ntc/NTC_SMD_Automotive_series_0603.pdf
TDK Electronics Inc.,B57352V5103J060,THERMISTOR NTC 10KOHM 4386K 0603,-40°C ~ 150°C,25,10k,±5%,±3%,,4386K,,4455K,4480K,https://www.tdk-electronics.tdk.com/inf/50/db/ntc/NTC_SMD_Automotive_series_0603.pdf
Vishay BC Components,NTCS0402E3223HMT,THERMISTOR NTC 22KOHM 3590K 0402,-40°C ~ 150°C,25,22k,±3%,±3%,,,,3590K,,https://www.vishay.com/docs/29003/ntcs0402e3t.pdf
Vishay BC Components,NTCS0402E3223HMT,THERMISTOR NTC 22KOHM 3590K 0402,-40°C ~ 150°C,25,22k,±3%,±3%,,,,3590K,,https://www.vishay.com/docs/29003/ntcs0402e3t.pdf
Vishay BC Components,NTCS0402E3223HMT,THERMISTOR NTC 22KOHM 3590K 0402,-40°C ~ 150°C,25,22k,±3%,±3%,,,,3590K,,https://www.vishay.com/docs/29003/ntcs0402e3t.pdf
AVX Corporation,NC20I00222JBE,THERM NTC 2.2KOHM 3210K 1206,-55°C ~ 150°C,25,2.2k,±5%,±5%,,,,3210K,,http://datasheets.avx.com/nc12-20.pdf
AVX Corporation,NC20I00222JBE,THERM NTC 2.2KOHM 3210K 1206,-55°C ~ 150°C,25,2.2k,±5%,±5%,,,,3210K,,http://datasheets.avx.com/nc12-20.pdf
AVX Corporation,NC20I00222JBE,THERM NTC 2.2KOHM 3210K 1206,-55°C ~ 150°C,25,2.2k,±5%,±5%,,,,3210K,,http://datasheets.avx.com/nc12-20.pdf
Vishay BC Components,NTCS0603E3222JMT,THERM NTC 2.2KOHM 3520K 0603,-40°C ~ 150°C,25,2.2k,±5%,±1%,,,,3520K,,http://www.vishay.com/docs/29056/ntcs0603e3t.pdf
Vishay BC Components,NTCS0603E3222JMT,THERM NTC 2.2KOHM 3520K 0603,-40°C ~ 150°C,25,2.2k,±5%,±1%,,,,3520K,,http://www.vishay.com/docs/29056/ntcs0603e3t.pdf
Vishay BC Components,NTCS0603E3222JMT,THERM NTC 2.2KOHM 3520K 0603,-40°C ~ 150°C,25,2.2k,±5%,±1%,,,,3520K,,http://www.vishay.com/docs/29056/ntcs0603e3t.pdf
Vishay BC Components,NTCS0603E3333JHT,THERMISTOR NTC 33KOHM 3860K 0603,-40°C ~ 150°C,25,33k,±5%,±1%,,,,3860K,,http://www.vishay.com/docs/29056/ntcs0603e3t.pdf
Vishay BC Components,NTCS0603E3333JHT,THERMISTOR NTC 33KOHM 3860K 0603,-40°C ~ 150°C,25,33k,±5%,±1%,,,,3860K,,http://www.vishay.com/docs/29056/ntcs0603e3t.pdf
Vishay BC Components,NTCS0603E3333JHT,THERMISTOR NTC 33KOHM 3860K 0603,-40°C ~ 150°C,25,33k,±5%,±1%,,,,3860K,,http://www.vishay.com/docs/29056/ntcs0603e3t.pdf
Vishay BC Components,NTCS0603E3473JHT,THERMISTOR NTC 47KOHM 3960K 0603,-40°C ~ 150°C,25,47k,±5%,±1%,,,,3960K,,http://www.vishay.com/docs/29056/ntcs0603e3t.pdf
Vishay BC Components,NTCS0603E3473JHT,THERMISTOR NTC 47KOHM 3960K 0603,-40°C ~ 150°C,25,47k,±5%,±1%,,,,3960K,,http://www.vishay.com/docs/29056/ntcs0603e3t.pdf
Vishay BC Components,NTCS0603E3473JHT,THERMISTOR NTC 47KOHM 3960K 0603,-40°C ~ 150°C,25,47k,±5%,±1%,,,,3960K,,http://www.vishay.com/docs/29056/ntcs0603e3t.pdf
Vishay BC Components,NTCS0603E3223JMT,THERMISTOR NTC 22KOHM 3730K 0603,-40°C ~ 150°C,25,22k,±5%,±1%,,,,3730K,,http://www.vishay.com/docs/29056/ntcs0603e3t.pdf
Vishay BC Components,NTCS0603E3223JMT,THERMISTOR NTC 22KOHM 3730K 0603,-40°C ~ 150°C,25,22k,±5%,±1%,,,,3730K,,http://www.vishay.com/docs/29056/ntcs0603e3t.pdf
